Count;DISTRICT;HUMAN INSTINCT;TYPE OF LAND;VLAND ID;COORDINATES;xy1_x;xy2_x;y3_x;xy4_x;Position X;Position Y;Cluster
2379;District 7 Kappa;Community;Premium;  2021P;"-4384, -6432";"-4400, -6416";"-4368, -6416";"-4368, -6448";"-4400, -6448";-4384.0000;-6432.0000;175
2380;District 7 Kappa;Community;Premium;  2022P;"-4416, -6432";"-4432, -6416";"-4400, -6416";"-4400, -6448";"-4432, -6448";-4416.0000;-6432.0000;175
2381;District 7 Kappa;Community;Premium;  2023P;"-5264, -5744";"-5280, -5728";"-5248, -5728";"-5248, -5760";"-5280, -5760";-5264.0000;-5744.0000;176
2382;District 7 Kappa;Community;Premium;  2024P;"-5296, -5744";"-5312, -5728";"-5280, -5728";"-5280, -5760";"-5312, -5760";-5296.0000;-5744.0000;176
2383;District 7 Kappa;Community;Premium;  2025P;"-2304, -2532";"-2288, -2548";"-2320, -2548";"-2320, -2516";"-2288, -2516";-2304.0000;-2532.0000;177
2384;District 7 Kappa;Community;Premium;  2026P;"-2272, -2532";"-2256, -2548";"-2288, -2548";"-2288, -2516";"-2256, -2516";-2272.0000;-2532.0000;177
2385;District 7 Kappa;Community;Premium;  2027P;"-2128, -3632";"-2112, -3648";"-2144, -3648";"-2144, -3616";"-2112, -3616";-2128.0000;-3632.0000;178
2386;District 7 Kappa;Community;Premium;  2028P;"-2096, -3632";"-2080, -3648";"-2112, -3648";"-2112, -3616";"-2080, -3616";-2096.0000;-3632.0000;178
2387;District 7 Kappa;Community;Premium;  2029P;"-2656, -2752";"-2640, -2768";"-2672, -2768";"-2672, -2736";"-2640, -2736";-2656.0000;-2752.0000;179
2388;District 7 Kappa;Community;Premium;  2030P;"-2624, -2752";"-2608, -2768";"-2640, -2768";"-2640, -2736";"-2608, -2736";-2624.0000;-2752.0000;179
2389;District 7 Kappa;Community;Premium;  2031P;"-1776, -3440";"-1760, -3456";"-1792, -3456";"-1792, -3424";"-1760, -3424";-1776.0000;-3440.0000;180
2390;District 7 Kappa;Community;Premium;  2032P;"-1744, -3440";"-1728, -3456";"-1760, -3456";"-1760, -3424";"-1728, -3424";-1744.0000;-3440.0000;180
2391;District 7 Kappa;Community;Premium;  2033P;"-3632, -3672";"-3648, -3688";"-3616, -3688";"-3616, -3656";"-3648, -3656";-3632.0000;-3672.0000;181
2392;District 7 Kappa;Community;Premium;  2034P;"-3664, -3672";"-3680, -3688";"-3648, -3688";"-3648, -3656";"-3680, -3656";-3664.0000;-3672.0000;181
2393;District 7 Kappa;Community;Premium;  2035P;"-3984, -3440";"-4000, -3456";"-3968, -3456";"-3968, -3424";"-4000, -3424";-3984.0000;-3440.0000;182
2394;District 7 Kappa;Community;Premium;  2036P;"-4016, -3440";"-4032, -3456";"-4000, -3456";"-4000, -3424";"-4032, -3424";-4016.0000;-3440.0000;182
2395;District 7 Kappa;Community;Premium;  2037P;"-3456, -2532";"-3472, -2548";"-3440, -2548";"-3440, -2516";"-3472, -2516";-3456.0000;-2532.0000;183
2396;District 7 Kappa;Community;Premium;  2038P;"-3488, -2532";"-3504, -2548";"-3472, -2548";"-3472, -2516";"-3504, -2516";-3488.0000;-2532.0000;183
2397;District 7 Kappa;Community;Premium;  2039P;"-3104, -2752";"-3120, -2768";"-3088, -2768";"-3088, -2736";"-3120, -2736";-3104.0000;-2752.0000;184
2398;District 7 Kappa;Community;Premium;  2040P;"-3136, -2752";"-3152, -2768";"-3120, -2768";"-3120, -2736";"-3152, -2736";-3136.0000;-2752.0000;184
2399;District 7 Kappa;Community;Premium;  2041P;"-3456, -7388";"-3472, -7372";"-3440, -7372";"-3440, -7404";"-3472, -7404";-3456.0000;-7388.0000;185
2400;District 7 Kappa;Community;Premium;  2042P;"-3488, -7388";"-3504, -7372";"-3472, -7372";"-3472, -7404";"-3504, -7404";-3488.0000;-7388.0000;185
2401;District 7 Kappa;Community;Premium;  2043P;"-3984, -6480";"-4000, -6464";"-3968, -6464";"-3968, -6496";"-4000, -6496";-3984.0000;-6480.0000;186
2402;District 7 Kappa;Community;Premium;  2044P;"-4016, -6480";"-4032, -6464";"-4000, -6464";"-4000, -6496";"-4032, -6496";-4016.0000;-6480.0000;186
2403;District 7 Kappa;Community;Premium;  2045P;"-2304, -7388";"-2288, -7372";"-2320, -7372";"-2320, -7404";"-2288, -7404";-2304.0000;-7388.0000;187
2404;District 7 Kappa;Community;Premium;  2046P;"-2272, -7388";"-2256, -7372";"-2288, -7372";"-2288, -7404";"-2256, -7404";-2272.0000;-7388.0000;187
2405;District 7 Kappa;Community;Premium;  2047P;"-1776, -6480";"-1760, -6464";"-1792, -6464";"-1792, -6496";"-1760, -6496";-1776.0000;-6480.0000;188
2406;District 7 Kappa;Community;Premium;  2048P;"-1744, -6480";"-1728, -6464";"-1760, -6464";"-1760, -6496";"-1728, -6496";-1744.0000;-6480.0000;188
2407;District 7 Kappa;Community;Premium;  2049P;"-3376, -5934";"-3360, -5918";"-3392, -5918";"-3392, -5950";"-3360, -5950";-3376.0000;-5934.0000;189
2408;District 7 Kappa;Community;Premium;  2050P;"-3344, -5934";"-3328, -5918";"-3360, -5918";"-3360, -5950";"-3328, -5950";-3344.0000;-5934.0000;189
2409;District 7 Kappa;Community;Premium;  2051P;"-2384, -5934";"-2400, -5918";"-2368, -5918";"-2368, -5950";"-2400, -5950";-2384.0000;-5934.0000;190
2410;District 7 Kappa;Community;Premium;  2052P;"-2416, -5934";"-2432, -5918";"-2400, -5918";"-2400, -5950";"-2432, -5950";-2416.0000;-5934.0000;190
2411;District 7 Kappa;Community;Premium;  2053P;"-3376, -3986";"-3360, -4002";"-3392, -4002";"-3392, -3970";"-3360, -3970";-3376.0000;-3986.0000;191
2412;District 7 Kappa;Community;Premium;  2054P;"-3344, -3986";"-3328, -4002";"-3360, -4002";"-3360, -3970";"-3328, -3970";-3344.0000;-3986.0000;191
2413;District 7 Kappa;Community;Premium;  2055P;"-2384, -3986";"-2400, -4002";"-2368, -4002";"-2368, -3970";"-2400, -3970";-2384.0000;-3986.0000;192
2414;District 7 Kappa;Community;Premium;  2056P;"-2416, -3986";"-2432, -4002";"-2400, -4002";"-2400, -3970";"-2432, -3970";-2416.0000;-3986.0000;192
2415;District 7 Kappa;Community;Premium;  2057P;"-3984, -4800";"-4000, -4816";"-3968, -4816";"-3968, -4784";"-4000, -4784";-3984.0000;-4800.0000;193
2416;District 7 Kappa;Community;Premium;  2058P;"-4016, -4800";"-4032, -4816";"-4000, -4816";"-4000, -4784";"-4032, -4784";-4016.0000;-4800.0000;193
2417;District 7 Kappa;Community;Premium;  2059P;"-3984, -5120";"-4000, -5104";"-3968, -5104";"-3968, -5136";"-4000, -5136";-3984.0000;-5120.0000;194
2418;District 7 Kappa;Community;Premium;  2060P;"-4016, -5120";"-4032, -5104";"-4000, -5104";"-4000, -5136";"-4032, -5136";-4016.0000;-5120.0000;194
2419;District 7 Kappa;Community;Premium;  2061P;"-1776, -4800";"-1760, -4816";"-1792, -4816";"-1792, -4784";"-1760, -4784";-1776.0000;-4800.0000;195
2420;District 7 Kappa;Community;Premium;  2062P;"-1744, -4800";"-1728, -4816";"-1760, -4816";"-1760, -4784";"-1728, -4784";-1744.0000;-4800.0000;195
2421;District 7 Kappa;Community;Premium;  2063P;"-1776, -5120";"-1760, -5104";"-1792, -5104";"-1792, -5136";"-1760, -5136";-1776.0000;-5120.0000;196
2422;District 7 Kappa;Community;Premium;  2064P;"-1744, -5120";"-1728, -5104";"-1760, -5104";"-1760, -5136";"-1728, -5136";-1744.0000;-5120.0000;196
2423;District 7 Kappa;Community;Premium;  2065P;"-4656, -4732";"-4640, -4748";"-4672, -4748";"-4672, -4716";"-4640, -4716";-4656.0000;-4732.0000;197
2424;District 7 Kappa;Community;Premium;  2066P;"-4624, -4732";"-4608, -4748";"-4640, -4748";"-4640, -4716";"-4608, -4716";-4624.0000;-4732.0000;197
2425;District 7 Kappa;Community;Premium;  2067P;"-4656, -5188";"-4640, -5172";"-4672, -5172";"-4672, -5204";"-4640, -5204";-4656.0000;-5188.0000;198
2426;District 7 Kappa;Community;Premium;  2068P;"-4624, -5188";"-4608, -5172";"-4640, -5172";"-4640, -5204";"-4608, -5204";-4624.0000;-5188.0000;198
2427;District 7 Kappa;Community;Premium;  2069P;"-4736, -3268";"-4752, -3284";"-4720, -3284";"-4720, -3252";"-4752, -3252";-4736.0000;-3268.0000;199
2428;District 7 Kappa;Community;Premium;  2070P;"-4768, -3268";"-4784, -3284";"-4752, -3284";"-4752, -3252";"-4784, -3252";-4768.0000;-3268.0000;199
2429;District 7 Kappa;Community;Premium;  2071P;"-4912, -4368";"-4928, -4384";"-4896, -4384";"-4896, -4352";"-4928, -4352";-4912.0000;-4368.0000;200
2430;District 7 Kappa;Community;Premium;  2072P;"-4944, -4368";"-4960, -4384";"-4928, -4384";"-4928, -4352";"-4960, -4352";-4944.0000;-4368.0000;200
2431;District 7 Kappa;Community;Premium;  2073P;"-4384, -3488";"-4400, -3504";"-4368, -3504";"-4368, -3472";"-4400, -3472";-4384.0000;-3488.0000;201
2432;District 7 Kappa;Community;Premium;  2074P;"-4416, -3488";"-4432, -3504";"-4400, -3504";"-4400, -3472";"-4432, -3472";-4416.0000;-3488.0000;201
2433;District 7 Kappa;Community;Premium;  2075P;"-5264, -4176";"-5280, -4192";"-5248, -4192";"-5248, -4160";"-5280, -4160";-5264.0000;-4176.0000;202
2434;District 7 Kappa;Community;Premium;  2076P;"-5296, -4176";"-5312, -4192";"-5280, -4192";"-5280, -4160";"-5312, -4160";-5296.0000;-4176.0000;202
305;District 1 Alpha;Curiosity;Standard;2115S;"1120, 320";"1136, 304";"1136, 336";"1104, 336";"1104, 304";1120.0000;320.0000;39
306;District 1 Alpha;Curiosity;Standard;2114S;"-1120, -320";"-1136, -304";"-1136, -336";"-1104, -336";"-1104, -304";-1120.0000;-320.0000;38
307;District 1 Alpha;Curiosity;Standard;2116S;"1120, -320";"1136, -304";"1136, -336";"1104, -336";"1104, -304";1120.0000;-320.0000;40
308;District 1 Alpha;Curiosity;Standard;2113S;"-1120, 320";"-1136, 304";"-1136, 336";"-1104, 336";"-1104, 304";-1120.0000;320.0000;37
309;District 1 Alpha;Curiosity;Standard;2111S;"320, -1056";"304, -1040";"304, -1072";"336, -1072";"336, -1040";320.0000;-1056.0000;35
310;District 1 Alpha;Curiosity;Standard;2112S;"160, -1136";"144, -1120";"144, -1152";"176, -1152";"176, -1120";160.0000;-1136.0000;36
311;District 1 Alpha;Curiosity;Standard;2118S;"1440, 420";"1424, 404";"1424, 436";"1456, 436";"1456, 404";1440.0000;420.0000;42
312;District 1 Alpha;Curiosity;Standard;2117S;"1600, 320";"1584, 304";"1584, 336";"1616, 336";"1616, 304";1600.0000;320.0000;41
313;District 1 Alpha;Curiosity;Standard;2119S;"1600, -320";"1584, -304";"1584, -336";"1616, -336";"1616, -304";1600.0000;-320.0000;43
314;District 1 Alpha;Curiosity;Standard;2107S;"160, 1136";"144, 1120";"144, 1152";"176, 1152";"176, 1120";160.0000;1136.0000;31
315;District 1 Alpha;Curiosity;Standard;2106S;"320, 1056";"304, 1040";"304, 1072";"336, 1072";"336, 1040";320.0000;1056.0000;30
316;District 1 Alpha;Curiosity;Standard;2108S;"-320, -1056";"-304, -1040";"-304, -1072";"-336, -1072";"-336, -1040";-320.0000;-1056.0000;32
317;District 1 Alpha;Curiosity;Standard;2109S;"-160, -1136";"-144, -1120";"-144, -1152";"-176, -1152";"-176, -1120";-160.0000;-1136.0000;33
318;District 1 Alpha;Curiosity;Standard;2110S;"0, -1235";"16, -1219";"16, -1251";"-16, -1251";"-16, -1219";0.0000;-1235.0000;34
319;District 1 Alpha;Curiosity;Standard;2120S;"1440, -420";"1424, -404";"1424, -436";"1456, -436";"1456, -404";1440.0000;-420.0000;44
320;District 1 Alpha;Curiosity;Standard;2126S;"1120, 1712";"1136, 1696";"1136, 1728";"1104, 1728";"1104, 1696";1120.0000;1712.0000;50
321;District 1 Alpha;Curiosity;Standard;2130S;"768, 2332";"784, 2316";"784, 2348";"752, 2348";"752, 2316";768.0000;2332.0000;54
322;District 1 Alpha;Curiosity;Standard;2129S;"944, 2236";"960, 2220";"960, 2252";"928, 2252";"928, 2220";944.0000;2236.0000;53
323;District 1 Alpha;Curiosity;Standard;2127S;"1120, 1904";"1136, 1888";"1136, 1920";"1104, 1920";"1104, 1888";1120.0000;1904.0000;51
324;District 1 Alpha;Curiosity;Standard;2128S;"1120, 2096";"1136, 2080";"1136, 2112";"1104, 2112";"1104, 2080";1120.0000;2096.0000;52
325;District 1 Alpha;Curiosity;Standard;2132S;"1872, -668";"1888, -652";"1888, -684";"1856, -684";"1856, -652";1872.0000;-668.0000;56
326;District 1 Alpha;Curiosity;Standard;2131S;"1696, -764";"1712, -748";"1712, -780";"1680, -780";"1680, -748";1696.0000;-764.0000;55
327;District 1 Alpha;Curiosity;Standard;2133S;"2400, -976";"2416, -960";"2416, -992";"2384, -992";"2384, -960";2400.0000;-976.0000;57
328;District 1 Alpha;Curiosity;Standard;2134S;"2400, -1168";"2416, -1152";"2416, -1184";"2384, -1184";"2384, -1152";2400.0000;-1168.0000;58
329;District 1 Alpha;Curiosity;Standard;2121S;"-1120, 1712";"-1136, 1696";"-1136, 1728";"-1104, 1728";"-1104, 1696";-1120.0000;1712.0000;45
330;District 1 Alpha;Curiosity;Standard;2125S;"-768, 2332";"-784, 2316";"-784, 2348";"-752, 2348";"-752, 2316";-768.0000;2332.0000;49
331;District 1 Alpha;Curiosity;Standard;2124S;"-944, 2236";"-960, 2220";"-960, 2252";"-928, 2252";"-928, 2220";-944.0000;2236.0000;48
332;District 1 Alpha;Curiosity;Standard;2122S;"-1120, 1904";"-1136, 1888";"-1136, 1920";"-1104, 1920";"-1104, 1888";-1120.0000;1904.0000;46
333;District 1 Alpha;Curiosity;Standard;2123S;"-1120, 2096";"-1136, 2080";"-1136, 2112";"-1104, 2112";"-1104, 2080";-1120.0000;2096.0000;47
334;District 1 Alpha;Curiosity;Standard;2085S;"-1696, 764";"-1712, 748";"-1712, 780";"-1680, 780";"-1680, 748";-1696.0000;764.0000;9
335;District 1 Alpha;Curiosity;Standard;2086S;"-1872, 668";"-1888, 652";"-1888, 684";"-1856, 684";"-1856, 652";-1872.0000;668.0000;10
336;District 1 Alpha;Curiosity;Standard;2084S;"-1440, -420";"-1424, -404";"-1424, -436";"-1456, -436";"-1456, -404";-1440.0000;-420.0000;8
337;District 1 Alpha;Curiosity;Standard;2083S;"-1600, -320";"-1584, -304";"-1584, -336";"-1616, -336";"-1616, -304";-1600.0000;-320.0000;7
338;District 1 Alpha;Curiosity;Standard;2090S;"-1872, -668";"-1888, -652";"-1888, -684";"-1856, -684";"-1856, -652";-1872.0000;-668.0000;14
339;District 1 Alpha;Curiosity;Standard;2089S;"-1696, -764";"-1712, -748";"-1712, -780";"-1680, -780";"-1680, -748";-1696.0000;-764.0000;13
340;District 1 Alpha;Curiosity;Standard;2088S;"-2400, 1168";"-2416, 1152";"-2416, 1184";"-2384, 1184";"-2384, 1152";-2400.0000;1168.0000;12
341;District 1 Alpha;Curiosity;Standard;2087S;"-2400, 976";"-2416, 960";"-2416, 992";"-2384, 992";"-2384, 960";-2400.0000;976.0000;11
342;District 1 Alpha;Curiosity;Standard;2077S;"1696, 764";"1712, 748";"1712, 780";"1680, 780";"1680, 748";1696.0000;764.0000;1
343;District 1 Alpha;Curiosity;Standard;2078S;"1872, 668";"1888, 652";"1888, 684";"1856, 684";"1856, 652";1872.0000;668.0000;2
344;District 1 Alpha;Curiosity;Standard;2079S;"2400, 976";"2416, 960";"2416, 992";"2384, 992";"2384, 960";2400.0000;976.0000;3
345;District 1 Alpha;Curiosity;Standard;2081S;"-1600, 320";"-1584, 304";"-1584, 336";"-1616, 336";"-1616, 304";-1600.0000;320.0000;5
346;District 1 Alpha;Curiosity;Standard;2082S;"-1440, 420";"-1424, 404";"-1424, 436";"-1456, 436";"-1456, 404";-1440.0000;420.0000;6
347;District 1 Alpha;Curiosity;Standard;2080S;"2400, 1168";"2416, 1152";"2416, 1184";"2384, 1184";"2384, 1152";2400.0000;1168.0000;4
348;District 1 Alpha;Curiosity;Standard;2098S;"1120, -1712";"1136, -1696";"1136, -1728";"1104, -1728";"1104, -1696";1120.0000;-1712.0000;22
349;District 1 Alpha;Curiosity;Standard;2099S;"1120, -1904";"1136, -1888";"1136, -1920";"1104, -1920";"1104, -1888";1120.0000;-1904.0000;23
350;District 1 Alpha;Curiosity;Standard;2105S;"0, 1235";"16, 1219";"16, 1251";"-16, 1251";"-16, 1219";0.0000;1235.0000;29
351;District 1 Alpha;Curiosity;Standard;2103S;"-320, 1056";"-304, 1040";"-304, 1072";"-336, 1072";"-336, 1040";-320.0000;1056.0000;27
352;District 1 Alpha;Curiosity;Standard;2104S;"-160, 1136";"-144, 1120";"-144, 1152";"-176, 1152";"-176, 1120";-160.0000;1136.0000;28
353;District 1 Alpha;Curiosity;Standard;2102S;"768, -2332";"784, -2316";"784, -2348";"752, -2348";"752, -2316";768.0000;-2332.0000;26
354;District 1 Alpha;Curiosity;Standard;2100S;"1120, -2096";"1136, -2080";"1136, -2112";"1104, -2112";"1104, -2080";1120.0000;-2096.0000;24
355;District 1 Alpha;Curiosity;Standard;2101S;"944, -2236";"960, -2220";"960, -2252";"928, -2252";"928, -2220";944.0000;-2236.0000;25
356;District 1 Alpha;Curiosity;Standard;2091S;"-2400, -976";"-2416, -960";"-2416, -992";"-2384, -992";"-2384, -960";-2400.0000;-976.0000;15
357;District 1 Alpha;Curiosity;Standard;2092S;"-2400, -1168";"-2416, -1152";"-2416, -1184";"-2384, -1184";"-2384, -1152";-2400.0000;-1168.0000;16
358;District 1 Alpha;Curiosity;Standard;2097S;"-768, -2332";"-784, -2316";"-784, -2348";"-752, -2348";"-752, -2316";-768.0000;-2332.0000;21
359;District 1 Alpha;Curiosity;Standard;2096S;"-944, -2236";"-960, -2220";"-960, -2252";"-928, -2252";"-928, -2220";-944.0000;-2236.0000;20
360;District 1 Alpha;Curiosity;Standard;2094S;"-1120, -1904";"-1136, -1888";"-1136, -1920";"-1104, -1920";"-1104, -1888";-1120.0000;-1904.0000;18
361;District 1 Alpha;Curiosity;Standard;2095S;"-1120, -2096";"-1136, -2080";"-1136, -2112";"-1104, -2112";"-1104, -2080";-1120.0000;-2096.0000;19
362;District 1 Alpha;Curiosity;Standard;2093S;"-1120, -1712";"-1136, -1696";"-1136, -1728";"-1104, -1728";"-1104, -1696";-1120.0000;-1712.0000;17
671;District 2 Beta;Play;Standard;2135S;"4576, -5744";"4592, -5728";"4592, -5760";"4560, -5760";"4560, -5728";4576.0000;-5744.0000;59
672;District 2 Beta;Play;Standard;2136S;"4400, -5856";"4416, -5840";"4416, -5872";"4384, -5872";"4384, -5840";4400.0000;-5856.0000;60
673;District 2 Beta;Play;Standard;2137S;"4400, -6048";"4416, -6032";"4416, -6064";"4384, -6064";"4384, -6032";4400.0000;-6048.0000;61
674;District 2 Beta;Play;Standard;2138S;"4400, -6240";"4416, -6224";"4416, -6256";"4384, -6256";"4384, -6224";4400.0000;-6240.0000;62
675;District 2 Beta;Play;Standard;2139S;"4752, -5648";"4768, -5632";"4768, -5664";"4736, -5664";"4736, -5632";4752.0000;-5648.0000;63
676;District 2 Beta;Play;Standard;2140S;"5280, -5936";"5296, -5920";"5296, -5952";"5264, -5952";"5264, -5920";5280.0000;-5936.0000;64
677;District 2 Beta;Play;Standard;2141S;"5280, -6128";"5296, -6112";"5296, -6144";"5264, -6144";"5264, -6112";5280.0000;-6128.0000;65
678;District 2 Beta;Play;Standard;2142S;"5280, -6320";"5296, -6304";"5296, -6336";"5264, -6336";"5264, -6304";5280.0000;-6320.0000;66
679;District 2 Beta;Play;Standard;2143S;"5104, -6460";"5120, -6444";"5120, -6476";"5088, -6476";"5088, -6444";5104.0000;-6460.0000;67
680;District 2 Beta;Play;Standard;2144S;"4928, -6556";"4944, -6540";"4944, -6572";"4912, -6572";"4912, -6540";4928.0000;-6556.0000;68
681;District 2 Beta;Play;Standard;2145S;"1184, -4196";"1168, -4212";"1168, -4180";"1200, -4180";"1200, -4212";1184.0000;-4196.0000;69
682;District 2 Beta;Play;Standard;2146S;"1008, -4292";"992, -4308";"992, -4276";"1024, -4276";"1024, -4308";1008.0000;-4292.0000;70
683;District 2 Beta;Play;Standard;2147S;"480, -3984";"464, -4000";"464, -3968";"496, -3968";"496, -4000";480.0000;-3984.0000;71
684;District 2 Beta;Play;Standard;2148S;"480, -3792";"464, -3808";"464, -3776";"496, -3776";"496, -3808";480.0000;-3792.0000;72
685;District 2 Beta;Play;Standard;2149S;"1360, -3872";"1344, -3888";"1344, -3856";"1376, -3856";"1376, -3888";1360.0000;-3872.0000;73
686;District 2 Beta;Play;Standard;2150S;"1360, -3680";"1344, -3696";"1344, -3664";"1376, -3664";"1376, -3696";1360.0000;-3680.0000;74
687;District 2 Beta;Play;Standard;2151S;"656, -3460";"640, -3476";"640, -3444";"672, -3444";"672, -3476";656.0000;-3460.0000;75
688;District 2 Beta;Play;Standard;2152S;"832, -3364";"816, -3380";"816, -3348";"848, -3348";"848, -3380";832.0000;-3364.0000;76
689;District 2 Beta;Play;Standard;2153S;"1280, -4640";"1296, -4656";"1296, -4624";"1264, -4624";"1264, -4656";1280.0000;-4640.0000;77
690;District 2 Beta;Play;Standard;2154S;"1440, -4540";"1456, -4556";"1456, -4524";"1424, -4524";"1424, -4556";1440.0000;-4540.0000;78
691;District 2 Beta;Play;Standard;2155S;"1280, -5280";"1296, -5264";"1296, -5296";"1264, -5296";"1264, -5264";1280.0000;-5280.0000;79
692;District 2 Beta;Play;Standard;2156S;"1440, -5380";"1456, -5364";"1456, -5396";"1424, -5396";"1424, -5364";1440.0000;-5380.0000;80
693;District 2 Beta;Play;Standard;2157S;"3296, -6460";"3312, -6444";"3312, -6476";"3280, -6476";"3280, -6444";3296.0000;-6460.0000;81
694;District 2 Beta;Play;Standard;2158S;"3472, -6344";"3488, -6328";"3488, -6360";"3456, -6360";"3456, -6328";3472.0000;-6344.0000;82
695;District 2 Beta;Play;Standard;2159S;"4000, -6672";"4016, -6656";"4016, -6688";"3984, -6688";"3984, -6656";4000.0000;-6672.0000;83
696;District 2 Beta;Play;Standard;2160S;"4000, -6864";"4016, -6848";"4016, -6880";"3984, -6880";"3984, -6848";4000.0000;-6864.0000;84
697;District 2 Beta;Play;Standard;2161S;"2560, -3904";"2576, -3920";"2576, -3888";"2544, -3888";"2544, -3920";2560.0000;-3904.0000;85
698;District 2 Beta;Play;Standard;2162S;"2720, -3824";"2736, -3840";"2736, -3808";"2704, -3808";"2704, -3840";2720.0000;-3824.0000;86
699;District 2 Beta;Play;Standard;2163S;"2880, -3725";"2896, -3741";"2896, -3709";"2864, -3709";"2864, -3741";2880.0000;-3725.0000;87
700;District 2 Beta;Play;Standard;2164S;"3200, -3904";"3184, -3920";"3184, -3888";"3216, -3888";"3216, -3920";3200.0000;-3904.0000;88
701;District 2 Beta;Play;Standard;2165S;"3040, -3824";"3024, -3840";"3024, -3808";"3056, -3808";"3056, -3840";3040.0000;-3824.0000;89
702;District 2 Beta;Play;Standard;2166S;"2560, -6016";"2576, -6000";"2576, -6032";"2544, -6032";"2544, -6000";2560.0000;-6016.0000;90
703;District 2 Beta;Play;Standard;2167S;"2720, -6096";"2736, -6080";"2736, -6112";"2704, -6112";"2704, -6080";2720.0000;-6096.0000;91
704;District 2 Beta;Play;Standard;2168S;"2880, -6195";"2896, -6179";"2896, -6211";"2864, -6211";"2864, -6179";2880.0000;-6195.0000;92
705;District 2 Beta;Play;Standard;2169S;"3200, -6016";"3184, -6000";"3184, -6032";"3216, -6032";"3216, -6000";3200.0000;-6016.0000;93
706;District 2 Beta;Play;Standard;2170S;"3040, -6096";"3024, -6080";"3024, -6112";"3056, -6112";"3056, -6080";3040.0000;-6096.0000;94
